;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;other display features;display resolution;wireless type;product dimensions;battery cell type;display size;scanner resolution;manufacturer;date first available;domestic shipping;gps;department;item dimensions  lxwxh;part number;manufacturer part number;battery power rating;os;item weight;gpu;operating system;color;rear webcam resolution;item package quantity;computer memory type;phone standy time (with data);screen resolution;ASIN;additional features;included components;ram;flash memory size;ringtones;rating;processor count;international shipping;is discontinued by manufacturer;standing screen display size;memory speed;device interface - primary;display technology;audio jack;brand;processor brand;package dimensions;colour;batteries;item model number;wireless communication technologies;size;language;warranty description;max screen resolution;average battery life (in hours);connectivity technologies;voltage;other camera features;series;power source;phone talk time;best sellers rank;graphics coprocessor;form factor
0;0;Net10 Samsung Galaxy A01 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included -CDMA;;;Galaxy A01 Case, with HD Screen Protector, SKTGSLAMY [Shockproof] Tough Rugged Dual Layer Protective…;/Protector-SKTGSLAMY-Shockproof-Protective-Kickstand/dp/B087TZ33GY/ref=pd_bxgy_2/143-7255664-8867366?_encoding=UTF8&pd_rd_i=B087TZ33GY&pd_rd_r=a70b645e-1edc-4361-9eb2-a5b0ae82e99a&pd_rd_w=tGf3z&pd_rd_wg=kvrsd&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=CCNX39XV3TF2121CYHJP&psc=1&refRID=CCNX39XV3TF2121CYHJP;https://www.amazon.com//Net10-Samsung-Galaxy-Prepaid-Smartphone/product-reviews/B08CL51X7Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.75 x 2.5 x 10.38 inches;;;;Net10;June 22, 2020;Item can be shipped within U.S.;True;;;;;;Android;12.8 ounces;;;;;;;;;B08CL51X7Y;;;;;;4.4;;This item can be shipped to select countries outside of the U.S. Learn More;;;;Touchscreen;;;;;;Black;1 Lithium ion batteries required. (included);;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Rear;;;;#5,067 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #31 in Carrier Cell Phones;;Smartphone
1;1;Net10 Samsung Galaxy A10e 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA;;;Simple Mobile Samsung Galaxy A10e 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card…;/Simple-Mobile-Samsung-Prepaid-Smartphone/dp/B07Y5TGZSK/ref=pd_bxgy_2/143-3144884-7244717?_encoding=UTF8&pd_rd_i=B07Y5TGZSK&pd_rd_r=8e91a87e-b55c-4647-a16e-cec518883e5c&pd_rd_w=zltog&pd_rd_wg=SiSlj&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=29JWJ7H6HQNBMAT8Q55W&psc=1&refRID=29JWJ7H6HQNBMAT8Q55W;https://www.amazon.com//Net10-Samsung-Galaxy-Prepaid-Smartphone/product-reviews/B07Y5R4PWV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.75 x 2.5 x 10.38 inches;;;;Samsung;November 1, 2019;;True;;;;;;Android;1.61 pounds;;;;;;;;;B07Y5R4PWV;;;;;;4.4;;;;;;Touchscreen;;;;;;Black;1 Lithium ion batteries required. (included);NTSAS102DCWHP;;;;;;;Bluetooth;;Rear;;;;#13,485 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #41 in Cell Phone SIM Cards;;Smartphone
2;2;Samsung Galaxy S21+ Plus 5G | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB, Phantom Black (SM-G996UZKAXAA);;;;;https://www.amazon.com//Samsung-Unlocked-Smartphone-Pro-Grade-SM-G996UZKAXAA/product-reviews/B08N387GNG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;7.1 x 3.6 x 2.44 inches;;;;Samsung;January 14, 2021;;;;;;;;;8.1 ounces;;;;;;;;;B08N387GNG;;;;;;4.6;;;;;;;;;;;;;1 Lithium ion batteries required. (included);SM-G996UZKAXAA;;;;;;;;;;;;;#369 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #7 in Unlocked Cell Phones;;
3;3;Moto G Power | 3-Day Battery1 | Unlocked | Made for US by Motorola | 4/64GB | 16MP Camera | 2020 | Black;CellTastic;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2MEJHK4ZCDVZ6&isAmazonFulfilled=1;Moto G Power case,Motorola G Power case,with HD Screen Protector,MAIKEZI Soft TPU Slim Fashion Non…;https://www.amazon.com/Motorola-Protector-MAIKEZI-Non-Slip-Protective/dp/B086QKZRH4/ref=pd_bxgy_2/139-2501681-9218454?_encoding=UTF8&pd_rd_i=B086QKZRH4&pd_rd_r=06e85d15-60b2-4865-8348-8ea533d5899d&pd_rd_w=gOQIW&pd_rd_wg=d77ui&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=QQDAQ7FB5AYEY27G4FE0&psc=1&refRID=QQDAQ7FB5AYEY27G4FE0;https://www.amazon.com//Power-Battery1-Unlocked-Motorola-Camera/product-reviews/B084D89DBF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.29 x 2.99 x 0.38 inches;;;;Motorola;April 1, 2020;;;;;;;;Android;7 ounces;;;;;;;;;B084D89DBF;Touchscreen, Bluetooth Enabled, Expandable Memory, Dual Camera, Water Resistant, Video Calling, Text/Messaging, 512GB micorSD card expandable, Camera, Fingerprint Sensor, Smartphone, Built-In GPS, Mobile Hotspot Capability, 6000 series aluminum;User guides, Device - moto g power, USB Type -C cable, SIM tool, 10W rapid charger;4 GB;;;4.6;;;;;;;;;;;;64GB;1 Lithium Polymer batteries required. (included);;Wi-Fi;;;;;;Bluetooth, Wi-Fi;;16MP camera;;;;#298 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #6 in Unlocked Cell Phones;;Smartphone
4;4;Google Pixel 4a - New Unlocked Android Smartphone - 128 GB of Storage - Up to 24 Hour Battery - Just Black;;;;;https://www.amazon.com//Google-Pixel-4a-Unlocked-Smartphone/product-reviews/B08CFSZLQ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.7 x 2.7 x 0.3 inches;;;;Google;August 3, 2020;;;;;;;;Android;4.9 ounces;;;;;;;;;B08CFSZLQ4;;18W USB-C® power adapter 1 m USB-C to USB-C cable (USB 2.0) Quick Start Guide Quick Switch Adapter SIM tool;6 GB;;;4.7;;;;;;;OLED;3.5 mm;;;;Just Black;1 Lithium ion batteries required. (included);GA02099-US;4G, Bluetooth, Wifi, NFC;;;;;;Wireless, NFC;;Front, Rear, Video;;;;#170 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #3 in Unlocked Cell Phones #30 in Cell Phone Basic Cases;;Smartphone
5;5;"Samsung Galaxy A10s with Fingerprint (32GB, 2GB RAM) 6.2"", Android 9.0, Dual SIM GSM Factory Unlocked A107M/DS - US + Global 4G LTE International Model (Black, 32GB + 64GB SD Bundle)";TechnoMaster;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A13Z4HVXDWU6BZ&isAmazonFulfilled=1;[3-PACK]-Mr.Shield For Samsung Galaxy A10S [Tempered Glass] Screen Protector with Lifetime…;https://www.amazon.com/Mr-Shield-Tempered-Protector-Lifetime-Replacement/dp/B07WSSTXXD/ref=pd_bxgy_2/134-5173456-3361605?_encoding=UTF8&pd_rd_i=B07WSSTXXD&pd_rd_r=d45a6afc-896b-4823-982d-b3e87864244e&pd_rd_w=jGsOJ&pd_rd_wg=9KXQv&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=QVN0F18PQSAWQ90YBGZN&psc=1&refRID=QVN0F18PQSAWQ90YBGZN;https://www.amazon.com//Samsung-Fingerprint-Android-Factory-Unlocked/product-reviews/B07XYDQ133/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;;Samsung;November 2, 2016;;;;;;;;Android;11.3 ounces;;;;;;;;;B07XYDQ133;Dual SIM, 4G LTE;;;;;4.3;;;No;;;Touchscreen;LCD;;;;6.46 x 3.39 x 2.01 inches;Black;1 Lithium ion batteries required. (included);;Cellular, NFC;;;;;;NFC;;Rear, Front;;;;#813 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #11 in Unlocked Cell Phones;;Smartphone
6;6;Unlocked Smartphones, Blackview A80 Android 10 Smartphone, 6.21 inch HD + Screen, Four Rear Cameras, 2GB + 16GB, 4200 mAh Battery, 8.8 mm Smooth & Slim Design, Dual SIM Unlocked Cell Phone GPS Black;Blackview Official Store-US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AGGW2USQE524S&isAmazonFulfilled=1;Case for Blackview A80 Pro + Tempered Glass Screen Protector - HHUAN Flexible Soft Black TPU Shell…;https://www.amazon.com/Blackview-Tempered-Glass-Screen-Protector/dp/B08315QFGZ/ref=pd_bxgy_2/135-5054556-9964436?_encoding=UTF8&pd_rd_i=B08315QFGZ&pd_rd_r=9a7a95ba-99a0-4f36-a535-903bdbea596c&pd_rd_w=DCqqV&pd_rd_wg=ClzLz&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=85V0BKZ5Y508ERHTAEED&psc=1&refRID=85V0BKZ5Y508ERHTAEED;https://www.amazon.com//Unlocked-Smartphones-Blackview-Android-Smartphone/product-reviews/B08PKJK6XP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.2 x 3 x 0.35 inches;;;720 x 1520;Blackview;December 3, 2020;;GLONASS;;;;;;Android 10;13.3 ounces;;;;;;;;;B08PKJK6XP;Fingerprint, OTG;;;;;4.0;;;No;;;;LCD;3.5 mm;;;;Black;;;Cellular;;;;;;Bluetooth, USB;;Rear;;;;#15,882 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #204 in Unlocked Cell Phones;;Smartphone
7;7;TracFone Samsung Galaxy A01 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included -CDMA;;;ONOLA Case for Galaxy A01 Case with HD Screen Protector (Two Packs),Drop Protection Full Body Rugged…;/ONOLA-Protector-Protection-Shockproof-Grey-Sky/dp/B08JTYB9GD/ref=pd_bxgy_2/136-8953050-1092906?_encoding=UTF8&pd_rd_i=B08JTYB9GD&pd_rd_r=33cc0319-3de0-42a7-a098-159c1c2d3d65&pd_rd_w=TgGu6&pd_rd_wg=G5OZY&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=6KX8EMQ9K5QQVS0Z2C39&psc=1&refRID=6KX8EMQ9K5QQVS0Z2C39;https://www.amazon.com//Tracfone-Samsung-Galaxy-Prepaid-Smartphone/product-reviews/B088NKZT13/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.75 x 2.5 x 10.38 inches;;;;Tracfone;June 12, 2020;Item can be shipped within U.S.;True;;;;;;Android;15.5 ounces;;;;;;;;;B088NKZT13;;;;;;4.5;;This item can be shipped to select countries outside of the U.S. Learn More;;;;Touchscreen;;;;;;Black;1 Lithium Polymer batteries required. (included);;Cellular, Bluetooth, Wi-Fi;;;;;;Wi-Fi;;Rear, Front;;;;#2,193 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #17 in Carrier Cell Phones;;Smartphone
8;8;BLU G90-6.5” HD+ Smartphone with Triple Main Camera, 64GB+4GB RAM and Android 10 -Blue;;;TUDIA DualShield Designed for BLU G90 Case, [Merge] Heavy Duty Protection Slim Hard Shell Phone Case…;/TUDIA-DualShield-Designed-Protection-Metallic/dp/B08GCXY55L/ref=pd_bxgy_2/140-7015186-3466501?_encoding=UTF8&pd_rd_i=B08GCXY55L&pd_rd_r=76b33dd6-de29-4a79-b081-148b18a5b848&pd_rd_w=Q9io5&pd_rd_wg=UPA3y&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=KSP2GXEM3SRJZCZRSA4V&psc=1&refRID=KSP2GXEM3SRJZCZRSA4V;https://www.amazon.com//BLU-G90-6-5-Smartphone-Triple-Android/product-reviews/B0876HQCXW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;6.48 x 3.01 x 0.35 inches;;;;BLU;April 16, 2020;;;;;;;;;6.7 ounces;;;;;;;;;B0876HQCXW;;;;;;4.3;;;No;;;;;;;;;;1 Lithium ion batteries required. (included);;;;;;;;;;;;;;#2,205 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #31 in Unlocked Cell Phones;;
9;9;"Unlocked Smartphones Ulefone Note 9P (2020) Android 10 Unlocked Cell phones, Triple Rear Camera Triple Card Slots, 6.52"" Waterdrop Full-Screen Dual SIM Phones, 4500mAh Global Bands, US Version - Green";Ulefone Direct - US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AVAKCZEAPM57G&isAmazonFulfilled=1;Ulefone Note 9P Case with Tempered Glass Screen Protector Crystal Soft Clear Shockproof TPU Bumper…;https://www.amazon.com/Tempered-Protector-Shockproof-Transparent-Protective/dp/B08FY6Z6YH/ref=pd_bxgy_2/132-3192767-6617938?_encoding=UTF8&pd_rd_i=B08FY6Z6YH&pd_rd_r=49d7f050-c4f2-4a7d-adad-46036654ec38&pd_rd_w=VyC2V&pd_rd_wg=pIjaS&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=19SYJDGEKD321RGGWDP7&psc=1&refRID=19SYJDGEKD321RGGWDP7;https://www.amazon.com//Smartphones-Ulefone-Note-9P-Full-Screen/product-reviews/B08BBXK6RQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.54 x 3.02 x 0.36 inches;;;;Ulefone;August 10, 2020;;True;;;;;;Android 10.0;6.6 ounces;;;;;;;;;B08BBXK6RQ;;;4 GB;;;4.1;;;Yes;;;;;;;;;Green;1 Lithium ion batteries required. (included);;Cellular;;;;;;Wireless, Bluetooth;;"Rear: 16MP+5MP+2MP; Front: 8MP";;;;#4,196 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #48 in Unlocked Cell Phones;;Smartphone
10;10;"Unlocked Smartphone, Ulefone Note 8 (2020) Android Phones Unlocked 2GB+16GB, Dual Rear Camera Triple Card Slots, 5.5"" IPS Full-Screen 3G Dual SIM Cell Phone Unlocked, 2700mAh, Face Recognition - Green";Ulefone Direct - US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AVAKCZEAPM57G&isAmazonFulfilled=1;Ulefone Note 8 Case, with Tempered Glass Screen Protector Crystal Soft Clear Shockproof TPU Bumper…;https://www.amazon.com/Tempered-Protector-Shockproof-Transparent-Protective/dp/B08HH5PVM2/ref=pd_bxgy_2/145-9129738-4043012?_encoding=UTF8&pd_rd_i=B08HH5PVM2&pd_rd_r=35b8d416-f775-4b8e-bfbc-1e059304cc7f&pd_rd_w=2CSiT&pd_rd_wg=nr1k4&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=EKYD9DQ62291SMHRBHSW&psc=1&refRID=EKYD9DQ62291SMHRBHSW;https://www.amazon.com//Unlocked-Smartphone-Ulefone-Full-Screen-Recognition/product-reviews/B08DFZ6JNT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.58 x 2.62 x 0.47 inches;;;;Ulefone;July 22, 2020;;;;;;;;Android 10.0;5.4 ounces;;;;;;;;;B08DFZ6JNT;;;;;;3.4;;;;;;;LCD;;;;;Green;1 Lithium ion batteries required. (included);;Cellular;;;;;;;;Rear, Front;;;;#5,473 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #59 in Unlocked Cell Phones;;Smartphone
11;11;Net10 Motorola Moto E6 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - Sim Card Included - CDMA;;;TracFone Motorola Moto E6 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - Sim Card Included…;/Tracfone-Motorola-Prepaid-Smartphone-Locked/dp/B07Y5TTS2Q/ref=pd_bxgy_2/136-1150375-4974803?_encoding=UTF8&pd_rd_i=B07Y5TTS2Q&pd_rd_r=aa582465-a4a7-4f70-aad3-ca22f469f214&pd_rd_w=Cfrv2&pd_rd_wg=x2A4V&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4TJGVP7KPYKEHDSETSM4&psc=1&refRID=4TJGVP7KPYKEHDSETSM4;https://www.amazon.com//Net10-Motorola-Prepaid-Smartphone-Locked/product-reviews/B08CL5326M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.75 x 2.5 x 10.38 inches;;;;Net10;June 22, 2020;Item can be shipped within U.S.;True;;;;;;Android;12.6 ounces;;;;;;;;;B08CL5326M;;;;;;4.4;;This item can be shipped to select countries outside of the U.S. Learn More;;;;Touchscreen;;;;;;;1 Lithium ion batteries required. (included);;;;;;;;;;Rear;;;;#10,137 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #30 in Cell Phone SIM Cards;;Smartphone
12;12;TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - SIM Card Included - CDMA;;;[3-Pack]- Mr.Shield for LG Journey LTE L322DL [Tempered Glass] Screen Protector [Japan Glass with 9H…;/Mr-Shield-Tempered-Protector-Hardness-Replacement/dp/B07Y1XG6CQ/ref=pd_bxgy_2/134-6571149-8951951?_encoding=UTF8&pd_rd_i=B07Y1XG6CQ&pd_rd_r=4287e33d-5e0c-4e59-b744-c061727339a5&pd_rd_w=RuEES&pd_rd_wg=wfQVh&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=J620CC5E8JG9XZ59SK4C&psc=1&refRID=J620CC5E8JG9XZ59SK4C;https://www.amazon.com//Tracfone-Journey-Prepaid-Smartphone-Locked/product-reviews/B07Y5T9X4P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;7.25 x 1.65 x 10.25 inches;;;;Tracfone;November 1, 2019;Item can be shipped within U.S.;True;;;;;;Android;15.2 ounces;;;;;;;;;B07Y5T9X4P;;;;;;4.3;;This item can be shipped to select countries outside of the U.S. Learn More;;;;Touchscreen;;;;;;Black;1 Lithium ion batteries required. (included);;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth;;Rear;;;;#1,621 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #14 in Carrier Cell Phones;;Smartphone
13;13;Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera, 30X Space Zoom, Night Mode | Cloud Navy;;;;;https://www.amazon.com//Samsung-Factory-Unlocked-Smartphone-Pro-Grade/product-reviews/B08FYTSXGQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.7 x 3.4 x 2.44 inches;;;;Samsung;September 23, 2020;;;;;;;16;Android;6.7 ounces;;;;;;;;;B08FYTSXGQ;;Travel Adapter, Handset, Data Cable, Ejection Pin;6 GB;;;4.6;;;;;;Touchscreen;;;;;;Cloud Navy;1 Lithium ion batteries required. (included);;Bluetooth, 4G, 3G, Wi-Fi;;;;;;Wireless, Bluetooth;;Front, Rear, Video;;;;#475 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #9 in Unlocked Cell Phones;;Smartphone
14;14;Nokia 2.4 Android 10 Unlocked Smartphone with 2/32 GB Memory, 6.5-Inch HD+ Screen, 2-Day Battery Life, Fingerprint Sensor and Google Assistant, Charcoal (AT&T/T-Mobile/Cricket/Tracfone/Simple Mobile);;;Sucnakp Nokia 2.4 Case Heavy Duty Shock Absorption Phone Cases Impact Resistant Protective Cover for…;/Sucnakp-Absorption-Resistant-Protective-2-4%EF%BC%88New/dp/B08LV8CBY1/ref=pd_bxgy_2/130-9177908-7499332?_encoding=UTF8&pd_rd_i=B08LV8CBY1&pd_rd_r=ac8d2edb-c055-45d6-bfd3-d16fb2c25e4a&pd_rd_w=uI9RR&pd_rd_wg=rkikO&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=723F1B2HC2Z7WVWV9P7Y&psc=1&refRID=723F1B2HC2Z7WVWV9P7Y;https://www.amazon.com//Nokia-Unlocked-Smartphone-Fingerprint-Assistant/product-reviews/B08JRF9L15/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;;HMD Global;September 22, 2020;;;;;;;4500;Android 10.0;12.3 ounces;;;;;;;;;B08JRF9L15;Touchscreen, Text/Messaging, Camera, Fingerprint Sensor, Smartphone;Micro USB Cable, Quick start guide, Charger, Nokia 2.4 Android Smartphone;2 GB;;;4.0;;;;;;Touchscreen;;3.5 mm;;;7.17 x 5.75 x 1.38 inches;Charcoal;1 Lithium Polymer batteries required. (included);TA-1274;;;;;;;Bluetooth, Wi-Fi;;Rear, Front;;;;#6,470 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #73 in Unlocked Cell Phones;;Smartphone
15;15;Total Wireless Samsung Galaxy A01 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included -CDMA;;;Galaxy A01 Case, with HD Screen Protector, SKTGSLAMY [Shockproof] Tough Rugged Dual Layer Protective…;/Protector-SKTGSLAMY-Shockproof-Protective-Kickstand/dp/B087TZ33GY/ref=pd_bxgy_2/145-8011421-4338023?_encoding=UTF8&pd_rd_i=B087TZ33GY&pd_rd_r=cc5f7043-a15a-4661-a772-b459d5f705d6&pd_rd_w=sWyeh&pd_rd_wg=a8Hxs&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YSN1V155WCPY06N8GRC3&psc=1&refRID=YSN1V155WCPY06N8GRC3;https://www.amazon.com//Total-Wireless-Samsung-Prepaid-Smartphone/product-reviews/B088NFQDSH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.75 x 2.5 x 10.38 inches;;;;Total Wireless;June 12, 2020;Item can be shipped within U.S.;True;;;;;;Android;14 ounces;;;;;;;;;B088NFQDSH;;;;;;4.4;;This item can be shipped to select countries outside of the U.S. Learn More;;;;Touchscreen;;;;;;Black;1 Lithium Polymer batteries required. (included);TWSAS111DCP;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Rear, Front;;;;#3,438 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #24 in Carrier Cell Phones;;Smartphone
16;16;Net10 TCL A1X 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - SIM Card Included - CDMA;;;;;https://www.amazon.com//Net10-TCL-Prepaid-Smartphone-Locked/product-reviews/B07Y5V9CSB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.75 x 2.5 x 10.38 inches;;;;Net10;November 1, 2019;Item can be shipped within U.S.;True;;;;;;Android;13.6 ounces;;;;;;;;;B07Y5V9CSB;;;;;;4.2;;This item can be shipped to select countries outside of the U.S. Learn More;;;;Touchscreen;;;;;;;1 Lithium ion batteries required. (included);NTALA503DCWHP;;;;;;;Bluetooth;;Rear;;;;#61,536 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #146 in Cell Phone SIM Cards;;Smartphone
17;17;Moto E | Unlocked | Made for US by Motorola | 2/32GB | 13MP Camera | 2020 | Blue;;;Moto E Case,Moto E7 Case, Shock Absorption Ultra-Thin Anti-Slip Armor Silicone Rubber Heavy Duty…;/Motorola-G7-Shock-Absorption-Flexible-Mobile/dp/B079JRS7N7/ref=pd_bxgy_2/134-1766568-5078022?_encoding=UTF8&pd_rd_i=B079JRS7N7&pd_rd_r=841ff936-0059-4db4-846a-351d16a15ad4&pd_rd_w=biInZ&pd_rd_wg=FKufX&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PQW0438H55C27X46Z7GC&psc=1&refRID=PQW0438H55C27X46Z7GC;https://www.amazon.com//Moto-Unlocked-Motorola-Camera-XT2052-1/product-reviews/B086H3HH5V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;6.29 x 3.02 x 0.34 inches;;;;Motorola;June 5, 2020;;;;;;;;;6.5 ounces;;;;;;;;;B086H3HH5V;;;;;;4.4;;;;;;;;;;;;;1 Lithium ion batteries required. (included);XT2052-1;;;;;;;;;;;;;#1,148 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #14 in Unlocked Cell Phones;;
18;18;Rugged Cell Phone Unlocked OUKITEL WP5,8000mAh Battery, Android 10.0 Rugged Smartphone, 5.5 Inch 4GB RAM+32GB ROM, IP68 Waterproof Shockproof Phone with 4 LED Flashlights, Triple Camera, Dual SIM 4G;Vermoda;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A19LZ4XEREH5H&isAmazonFulfilled=1;SAMSUNG: EVO Select 128GB MicroSDXC UHS-I U3 100MB/s Full HD & 4K UHD Memory Card with Adapter (MB…;https://www.amazon.com/SAMSUNG-Select-microSDXC-Adapter-MB-ME128HA/dp/B0887GP791/ref=pd_bxgy_2/145-2038672-8795449?_encoding=UTF8&pd_rd_i=B0887GP791&pd_rd_r=5117b23e-18a5-4584-8b98-6ca2b33cf87d&pd_rd_w=BFo5S&pd_rd_wg=u3uJH&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8RB6FEF63QQQ36ZA3EGT&psc=1&refRID=8RB6FEF63QQQ36ZA3EGT;https://www.amazon.com//OUKITEL-WP5-Smartphone-Waterproof-Flashlights/product-reviews/B08M2V14BY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.06 x 2.92 x 0.7 inches;;;720 x 1440;OUKITEL;May 26, 2020;;;;;;;;Android 10.0;9.8 ounces;;;;;;;;;B08M2V14BY;🏆 PLEASE CHECK COMPATIBILITY WITH YOUR CARRIER PRIOR BEFORE PURCHASE., 🏆This OUKITEL WP5 waterproof smartphones offers 4G LTE network compatible with WCDMA carriers like AT&T, T-mobile, Metro PCS, ,etc (but not support Cricket 5G, and CDMA carrier Verizon, Straight Talk, Sprint,US Cellular.etc).;;;;;4.3;;;;;;;LED;;;;;Orange;1 Lithium Polymer batteries required. (included);OUKITEL WP5;Cellular;;;;;;Bluetooth;;Rear, Front;;;;#19,619 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #245 in Unlocked Cell Phones;;Smartphone
